sample_id,source_name,framework,css_framework,component_type,element_count_reported,code_tokens,tokens_img,tokens_total,img_w,img_h,html_chars,css_chars,css_chars_src,html_chars_src,css_decls,css_rules,n_domains,accept_via,final_score,pixel_sim,dom_nodes,parse_ok,png_blank
c542258d8e8e,github,vanilla,vanilla,button,45,1146,1166,2312,1280,933,3585,1020,1979,2409,32,12,5,pixel,,1.0,75,True,False
69e61fdbd8c9,codepen,vanilla,vanilla,form,30,1283,900,2183,1280,720,3606,1933,2368,1631,63,11,0,pixel,,1.0,40,True,False
3ba3b746b875,codepen,vanilla,material,page,85,2670,2048,4718,1280,2920,7981,2706,5064,5355,111,34,2,pixel,,1.0,140,True,False
abe2bc8294ba,lapaninja,react,tailwind,button,1440,76655,2048,78703,1280,3403,161330,0,0,163887,0,0,5,pixel,,1.0,1470,True,False
bb4a1fa76b5e,contentful-forma-36,vanilla,vanilla,button,7,154,900,1054,1280,720,494,0,13046,467,0,0,0,pixel,,1.0,9,True,False
195757ccc99a,github,react,bootstrap,button,111,2179,2048,4227,1280,4928,6716,0,0,5747,0,0,4,pixel,,1.0,130,True,False
eb734c1e70c9,codepen,vanilla,vanilla,sidebar,17,2125,900,3025,1280,720,5486,3877,5652,1567,48,68,0,pixel,,1.0,21,True,False
acafe4c2c214,github,react,tailwind,button,402,8506,2048,10554,1280,12005,26405,0,0,24449,0,0,4,pixel,,1.0,500,True,False
a7c916f9eb71,codepen,vanilla,vanilla,list,95,3751,2048,5799,1280,1761,12234,5826,11493,6005,152,41,0,pixel,,1.0,156,True,False
0392b22de9a6,lapaninja,angular,tailwind,button,242,4497,2048,6545,1280,5331,15808,348,1997,22012,12,5,5,pixel,,1.0,223,True,False
7e9577db9088,github,vanilla,vanilla,list,91,168141,1721,169862,1280,1377,484438,478747,497183,5897,87,21,10,pixel,,1.0,165,True,False
33382614e4df,github,vanilla,tailwind,button,286,5468,2048,7516,1280,7328,19029,0,0,18924,0,0,0,pixel,,1.0,343,True,False
3cb9da518a9d,codepen,vanilla,vanilla,button,4,509,900,1409,1280,720,1286,1115,1723,129,54,7,0,pixel,,1.0,8,True,False
fcc303a87261,github,vanilla,tailwind,button,279,4575,2048,6623,1280,3806,18371,0,0,17433,0,0,1,pixel,,1.0,349,True,False
61d0b7586e4c,workday-canvas,vanilla,vanilla,button,185,9910,900,10810,1280,720,23612,144,58836,23426,3,3,0,pixel,,1.0,215,True,False
693b5ab70519,codepen,vanilla,vanilla,button,18,1892,900,2792,1280,720,5154,4189,7092,1099,132,25,1,pixel,,1.0,26,True,False
8aee34122a83,github,vanilla,vanilla,button,31,1569,948,2517,1337,726,5057,2512,6782,2422,122,30,0,pixel,,1.0,51,True,False
7e6d45f090aa,mistica-web,vanilla,vanilla,button,54,3314,1944,5258,1280,1555,7823,364,72236,7482,12,6,0,pixel,,1.0,58,True,False
5c51f6415e31,github,vanilla,vanilla,header,90,4998,1856,6854,1280,1485,11040,2893,26944,11200,91,23,1,pixel,,1.0,107,True,False
e4d4281439f3,github,vanilla,tailwind,button,154,6010,2048,8058,1280,10405,12430,0,0,11053,0,0,7,pixel,,1.0,173,True,False
2e967a8f67ed,codepen,vanilla,vanilla,component,8,2505,900,3405,1280,720,5387,5009,5414,336,123,64,0,pixel,,1.0,12,True,False
2022a5443b2b,orbit-kiwi,angular,tailwind,button,304,12920,1268,14188,1280,1014,40222,6597,460913,33619,165,108,0,metric,0.9953618590343898,0.9733737526968717,453,True,False
0f6d0a19a5fc,codepen,vanilla,vanilla,button,11,369,900,1269,1280,720,1166,619,2697,505,10,5,1,pixel,,1.0,18,True,False
30c289d4ae4b,codepen,vanilla,vanilla,footer,17,491,900,1391,1280,720,1460,714,1245,704,35,8,1,pixel,,1.0,28,True,False
6c5a484a3f21,github,react,tailwind,button,97,6153,1060,7213,1280,848,16468,5301,11777,12257,88,8,1,pixel,,1.0,86,True,False
edebfc6c1db2,codepen,vue,vanilla,page,26,1156,1295,2451,1280,1036,3706,1621,6688,2052,73,15,0,pixel,,1.0,39,True,False
7b501b2b742a,github,angular,vanilla,button,290,8589,1261,9850,1371,942,21785,1641,3078,22533,52,21,3,pixel,,1.0,301,True,False
a239043c21ed,github,vanilla,tailwind,page,1064,15111,2048,17159,1280,4127,45390,8828,50845,36607,272,119,17,pixel,,1.0,2029,True,False
8d49ef5f7b3d,codepen,vanilla,vanilla,page,30,1374,1140,2514,1280,912,4280,1930,4487,2182,45,14,1,metric,0.9995870482775157,0.9827265331616931,47,True,False
b2a4a0a8b97f,storybook-design-system,vanilla,vanilla,form,505,33550,1095,34645,1280,876,56032,931,9147,55059,37,5,0,pixel,,1.0,564,True,False
58109da687b8,codepen,angular,vanilla,page,92,2754,1482,4236,1280,1186,9682,2596,4708,6841,105,27,1,pixel,,1.0,125,True,False
8afc48ae45f5,github,react,tailwind,card,150,3312,2048,5360,1280,4306,12419,15,18,11433,1,1,6,pixel,,1.0,237,True,False
7f48c2687725,codepen,vanilla,vanilla,component,35,772,900,1672,1280,720,2635,314,2687,2253,2,2,0,metric,0.9629186228626868,0.9664843508873456,66,True,False
755b3cde14a9,codepen,vanilla,tailwind,page,88,1750,2048,3798,1280,2656,6134,981,1253,5111,33,22,0,pixel,,1.0,155,True,False
54a618d2898b,backstage,angular,tailwind,card,20,1733,900,2633,1280,720,4742,2415,33289,2270,78,31,1,pixel,,1.0,28,True,False
b89c5661585b,codepen,vanilla,vanilla,component,44,5173,900,6073,1280,720,13779,11332,13482,2405,217,47,0,pixel,,1.0,48,True,False
6319abae0468,github,angular,tailwind,button,202,3854,2048,5902,1280,2896,12721,0,0,12204,0,0,2,pixel,,1.0,276,True,False
a173015de0a1,orbit-kiwi,angular,tailwind,button,134,6092,900,6992,1280,720,17932,4520,460913,13383,117,72,0,metric,0.9947373340234467,0.976282537899419,201,True,False
7f3138ea3877,github,vanilla,bootstrap,button,435,7671,2048,9719,1280,5800,28360,0,0,26808,0,0,2,pixel,,1.0,511,True,False
7d38c947d943,codepen,vanilla,material,modal,41,1299,2048,3347,1280,2223,4087,814,2044,2886,37,12,6,pixel,,1.0,70,True,False
9a771f7f3df5,github,vanilla,tailwind,button,164,3033,2048,5081,1280,3194,11328,0,0,11651,0,0,6,pixel,,1.0,206,True,False
6542dc044bb9,github,vanilla,vanilla,navbar,9,679,900,1579,1280,720,2030,1267,2143,765,57,13,2,pixel,,1.0,20,True,False
b2720a6ff409,github,react,tailwind,page,155,16187,2048,18235,1280,2926,26895,4299,10565,22297,177,44,1,pixel,,1.0,213,True,False
c04d9c76be7e,orbit-kiwi,angular,tailwind,button,91,5597,900,6497,1280,720,15776,5374,460913,10373,135,82,0,metric,0.9896620791182069,0.9947797691993464,135,True,False
4314af07b234,github,react,vanilla,form,263,9978,2048,12026,1280,9369,30801,5792,10719,23693,150,55,18,pixel,,1.0,458,True,False
db0bf3135641,codepen,vanilla,vanilla,form,15,437,900,1337,1280,720,1142,477,617,623,17,8,0,pixel,,1.0,24,True,False
86331c306296,codepen,vanilla,vanilla,page,8,108,900,1008,1280,720,244,0,0,217,0,0,0,pixel,,1.0,14,True,False
c8d5bae55635,github,angular,vanilla,button,409,6994,2048,9042,1280,5634,23994,0,0,25852,0,0,9,pixel,,1.0,529,True,False
3be48141ce3d,codepen,vanilla,vanilla,dropdown,12,905,900,1805,1280,720,2444,1692,2308,710,16,9,3,pixel,,1.0,25,True,False
c1572887075f,codepen,vue,vanilla,list,29,687,1000,1687,1280,800,2171,310,427,1819,13,3,1,pixel,,1.0,58,True,False
2d27df0a9922,github,angular,tailwind,button,90,2394,1832,4226,1280,1466,7225,0,0,7245,0,0,1,pixel,,0.9999978767086644,94,True,False
4803c44a5e85,codepen,vanilla,vanilla,sidebar,28,911,1280,2191,1280,1024,2551,751,1226,1598,31,13,1,pixel,,1.0,40,True,False
75b9fc02556b,github,vanilla,tailwind,form,372,6108,2048,8156,1280,9138,20582,0,0,18173,0,0,0,pixel,,1.0,482,True,False
b426ad09158b,github,angular,tailwind,button,426,11997,2048,14045,1280,13267,45405,0,0,42838,0,0,8,pixel,,1.0,588,True,False
98d870b5c293,codepen,vanilla,tailwind,page,258,9526,2048,11574,1280,5264,28528,13527,25792,13190,422,96,0,pixel,,1.0,398,True,False
07a534285de9,codepen,vanilla,vanilla,page,502,4493,900,5393,1280,720,10760,1116,1339,9602,15,9,0,pixel,,0.9976874489379085,508,True,False
b4426908bff8,codepen,angular,vanilla,page,101,3714,2048,5762,1280,1966,10030,250,4816,9535,10,4,13,pixel,,1.0,216,True,False
93898cb118df,github,angular,tailwind,page,307,5713,2048,7761,1280,3007,22040,1662,9116,20567,44,19,1,pixel,,1.0,450,True,False
11e567c72862,codepen,vanilla,vanilla,list,17,553,1400,1953,1280,1120,1597,708,1159,847,30,9,1,pixel,,1.0,29,True,False
62be876a0f6a,codepen,vanilla,vanilla,component,16,530,2048,2578,1280,4232,1465,402,1023,1021,19,6,0,pixel,,1.0,20,True,False
d8ba524c4010,github,react,tailwind,button,361,6173,2048,8221,1280,6601,24492,0,0,24342,0,0,2,pixel,,1.0,470,True,False
864bacfa076e,codepen,angular,tailwind,button,82,1956,1739,3695,1280,1391,6362,2226,4275,4207,106,31,0,metric,0.9974101497360173,0.9751808284220288,118,True,False
d229cf97e956,codepen,angular,vanilla,page,69,2281,900,3181,1280,720,8113,3441,8434,4630,104,36,3,pixel,,1.0,86,True,False
f4f593556958,codepen,vanilla,vanilla,component,10,849,920,1769,1280,736,2175,1531,1956,602,48,21,0,pixel,,1.0,23,True,False
9404095bca49,grommet,vanilla,vanilla,page,7,469,900,1369,1280,720,829,26,9351,761,2,1,0,pixel,,1.0,9,True,False
1c7d661522bd,github,react,tailwind,button,217,8120,2048,10168,1280,5862,25251,0,0,24647,0,0,13,pixel,,1.0,277,True,False
3b0f385c82d1,github,vanilla,vanilla,page,46,1726,2048,3774,1280,2593,5710,2522,5701,3270,99,27,4,pixel,,1.0,77,True,False
29fef4d354cb,github,angular,vanilla,button,251,5220,2048,7268,1280,4037,20103,0,0,19999,0,0,12,pixel,,1.0,349,True,False
11a0ddc3afce,codepen,vanilla,vanilla,button,31,818,900,1718,1280,720,2827,504,874,2281,23,8,1,pixel,,1.0,66,True,False
7bf31f6a71af,codepen,vanilla,vanilla,component,12,500,900,1400,1280,720,1475,556,835,631,30,5,0,pixel,,1.0,22,True,False
3da8ae52cf5d,github,react,antd,button,238,11376,2048,13424,1280,5958,33852,10869,13808,23792,422,95,5,pixel,,1.0,269,True,False
75cb4d0cc3b4,github,vue,tailwind,page,282,7474,2048,9522,1280,6595,23530,0,0,24011,0,0,0,pixel,,1.0,399,True,False
98a5013634fa,codepen,vanilla,vanilla,page,52,5910,2048,7958,1280,3341,13368,8348,11869,4978,196,60,3,pixel,,1.0,68,True,False
1a7572c0d83a,codepen,vanilla,tailwind,carousel,35,1681,1790,3471,1280,1432,5510,2349,7318,3202,85,23,0,pixel,,1.0,51,True,False
62aab023b507,daisyui,react,vanilla,dropdown,5,206,900,1106,1280,720,758,0,0,724,0,0,0,pixel,,1.0,12,True,False
63c84ef4dee2,nextui,react,tailwind,button,94,19104,1189,20293,1280,951,59738,0,6732,59711,0,0,0,pixel,,1.0,141,True,False
787a6cf6cd0e,github,react,tailwind,card,250,10405,2048,12453,1280,4403,27158,0,0,27703,0,0,3,pixel,,1.0,307,True,False
10cf59eee1d2,codepen,angular,tailwind,sidebar,164,4080,2048,6128,1280,5896,12199,2485,3579,9672,96,38,0,pixel,,1.0,274,True,False
f1c883a86bb7,github,react,tailwind,page,164,13450,2048,15498,1280,3984,42195,28490,506174,12312,753,247,1,pixel,,1.0,220,True,False
455e98ccc62d,github,vanilla,vanilla,navbar,90,1914,1891,3805,1280,1513,6246,0,0,6011,0,0,22,pixel,,1.0,150,True,False
3ebe97b67a96,codepen,vanilla,vanilla,page,42,1587,925,2512,1280,740,4705,1868,2734,2147,61,21,0,pixel,,1.0,50,True,False
6201662cc99e,codepen,vanilla,vanilla,component,8,615,900,1515,1280,720,1641,1382,1620,217,58,11,0,pixel,,1.0,12,True,False
6959b74e165d,github,angular,vanilla,button,81,2524,2048,4572,1280,1839,8218,3664,6623,5418,79,37,7,pixel,,1.0,121,True,False
f66476c90a6b,codepen,vanilla,vanilla,component,32,1064,1690,2754,1280,1352,4266,309,408,3915,9,3,0,pixel,,1.0,52,True,False
319b326e0740,github,vanilla,tailwind,button,444,9661,2048,11709,1280,11473,34320,0,0,33162,0,0,1,pixel,,1.0,584,True,False
87e2cad76885,github,vue,vanilla,button,159,6419,2048,8467,1280,2484,19525,4592,13302,16342,109,71,15,pixel,,1.0,190,True,False
7ef6c9307942,codepen,vanilla,vanilla,table,20,335,900,1235,1280,720,987,287,352,658,14,5,0,pixel,,1.0,36,True,False
a72440ab10d7,github,angular,tailwind,button,210,4488,2048,6536,1280,2685,17456,0,0,17431,0,0,1,pixel,,1.0,254,True,False
eb1ab8b120cf,codepen,vanilla,vanilla,page,49,1553,900,2453,1280,720,4479,2253,4541,2199,41,21,0,pixel,,1.0,86,True,False
6bbbc8d02471,lapaninja,angular,vanilla,button,127,6370,2048,8418,1280,3889,18740,7318,9890,11554,226,60,8,pixel,,1.0,184,True,False
6b1567235e29,codepen,react,vanilla,button,26,880,900,1780,1280,720,3267,816,1136,2409,37,8,0,pixel,,1.0,39,True,False
850c1c3c2213,github,react,material,page,517,131492,2048,133540,1280,12524,394962,353750,392116,39341,1669,2601,60,pixel,,1.0,606,True,False
7a8576acf202,github,angular,material,button,213,5188,2048,7236,1280,5155,18709,0,0,18996,0,0,11,pixel,,1.0,315,True,False
8edeaa57606c,github,vanilla,vanilla,navbar,248,12820,2048,14868,1280,44283,33172,0,0,28576,0,0,4,pixel,,1.0,252,True,False
c6367dd82bb7,github,vanilla,tailwind,button,307,14074,2048,16122,1280,8697,33040,0,0,33822,0,0,11,pixel,,1.0,355,True,False
0b90a42197cc,codepen,vanilla,tailwind,modal,37,1361,926,2287,1288,736,4461,1284,2197,3198,59,12,1,pixel,,1.0,58,True,False
4d91e06acc3a,github,angular,vanilla,button,315,6113,2048,8161,1312,8282,23955,22,148,24572,1,1,6,pixel,,1.0,382,True,False
06e6a8c164bb,github,angular,vanilla,form,340,8224,2048,10272,1280,11262,25140,0,0,26887,0,0,5,pixel,,1.0,508,True,False
8a2dc8b887b2,w3schools,vanilla,vanilla,navbar,42,1081,1654,2735,1280,1323,3343,1262,2731,2068,62,24,0,pixel,,1.0,69,True,False
36d8c7d1aa56,github,react,tailwind,button,203,4992,2048,7040,1280,4294,16552,0,0,16620,0,0,7,pixel,,1.0,249,True,False
473fdccc6568,github,react,tailwind,button,366,5427,2048,7475,1280,3989,18651,0,0,18731,0,0,0,pixel,,1.0,506,True,False
047a51beef3c,github,vanilla,vanilla,button,178,2998,2048,5046,1280,3898,10685,0,0,10169,0,0,4,pixel,,1.0,220,True,False
5ce05071bda7,codepen,vanilla,vanilla,component,26,2371,900,3271,1280,720,6453,4579,5477,1832,126,28,0,pixel,,1.0,32,True,False
65b681be64b2,codepen,vanilla,vanilla,button,26,826,1011,1837,1280,809,2539,330,757,2088,17,8,2,pixel,,1.0,45,True,False
23f8140b8ddf,wordpress-gutenberg,vanilla,antd,button,40,2209,1145,3354,1280,916,7382,2642,187699,4698,78,20,0,pixel,,1.0,64,True,False
391b805faf28,github,vanilla,vanilla,button,6,403,900,1303,1280,720,1295,452,744,884,17,4,1,pixel,,1.0,17,True,False
37fea4a3952d,codepen,vanilla,vanilla,card,12,3341,2048,5389,1280,1702,14115,74,91,13999,3,2,0,pixel,,1.0,23,True,False
459d147b8886,github,react,tailwind,form,111,2064,2048,4112,1280,4196,6722,0,0,5843,0,0,0,pixel,,1.0,135,True,False
42bfddbd26b3,codepen,vanilla,vanilla,page,61,5874,2048,7922,1280,10010,9621,390,479,9189,22,7,0,metric,0.9999999403953481,1.0,92,True,False
213ef9e5008d,codepen,vanilla,vanilla,page,14,326,2048,2374,1280,4037,1062,209,272,807,9,7,1,pixel,,1.0,25,True,False
e531b9b20c2d,codepen,vue,vanilla,form,12,306,900,1206,1280,720,887,394,476,451,18,6,0,pixel,,1.0,17,True,False
cd7345cc5d45,github,angular,bootstrap,navbar,145,5403,1879,7282,1280,1503,17196,7433,156732,9895,220,86,11,pixel,,1.0,233,True,False
133a5cc52707,codepen,vanilla,bootstrap,page,54,1554,1116,2670,1280,893,4931,1793,4308,3034,76,34,1,pixel,,1.0,78,True,False
1205175ef87e,github,angular,vanilla,button,254,7152,2048,9200,1280,13425,19150,0,0,18301,0,0,7,metric,0.9999999523162796,1.0,324,True,False
12805a251cfc,codepen,vanilla,vanilla,button,6,685,900,1585,1280,720,1752,1133,2961,673,48,8,0,pixel,,1.0,13,True,False
3f7f42026d94,lapaninja,react,tailwind,card,1390,34678,2048,36726,1280,14211,122088,0,0,132799,0,0,7,pixel,,1.0,1860,True,False
2673f3f19409,github,vanilla,vanilla,button,91,1973,2048,4021,1280,4042,6255,0,0,4790,0,0,0,pixel,,1.0,119,True,False
f71b63e58de6,codepen,vanilla,vanilla,list,14,376,900,1276,1280,720,1001,341,508,647,15,4,0,pixel,,1.0,31,True,False
530aa0dfae87,codepen,vanilla,vanilla,form,21,1189,900,2089,1280,720,3365,1629,2124,1694,66,11,0,pixel,,1.0,43,True,False
50f41f59c3fd,mui,react,vanilla,tooltip,31,1461,900,2361,1280,720,5849,0,0,5822,0,0,0,pixel,,1.0,52,True,False
c05e0693bf88,codepen,angular,vanilla,navbar,180,8617,2048,10665,1280,5146,21985,8398,14133,14365,265,52,0,pixel,,1.0,266,True,False
0299df143f72,codepen,vanilla,vanilla,modal,95,10797,2048,12845,1280,7520,22683,1069,12251,21553,25,15,2,pixel,,1.0,206,True,False
2c3f959dcd66,codepen,vanilla,vanilla,component,7,569,900,1469,1280,720,1448,1100,1468,306,38,9,0,pixel,,0.9979053861996188,11,True,False
f46e236957a3,grafana-ui,vanilla,bootstrap,button,132,9385,900,10285,1280,720,28716,267,101421,28420,13,4,0,pixel,,1.0,212,True,False
1b1c9762a4f3,github,vanilla,tailwind,component,14,600,900,1500,1280,720,1815,921,1501,881,46,14,1,pixel,,1.0,24,True,False
d903a82fdc6a,codepen,vanilla,vanilla,table,18,395,900,1295,1280,720,1290,171,401,1090,7,2,2,pixel,,1.0,29,True,False
3ad25ab46d17,codepen,vanilla,vanilla,page,60,5103,900,6003,1280,720,11193,9230,11610,1921,346,64,0,pixel,,1.0,70,True,False
139b7e8df5c5,github,vanilla,tailwind,button,730,11736,2048,13784,1280,5606,49240,0,0,49248,0,0,0,pixel,,1.0,1005,True,False
4b287dee822f,github,react,material,button,205,3463,2048,5511,1280,5542,11464,0,0,10759,0,0,3,pixel,,1.0,272,True,False
db350162267b,github,react,vanilla,button,139,3024,2048,5072,1280,3778,9529,0,0,10229,0,0,7,pixel,,1.0,170,True,False
a1a6e4baa1a7,codepen,vanilla,vanilla,page,27,1230,900,2130,1280,720,3986,2146,2656,1798,69,31,3,pixel,,1.0,41,True,False
3c5d4051d054,github,angular,vanilla,alert,41,1503,921,2424,1310,720,4708,1589,2603,3106,64,11,0,pixel,,1.0,85,True,False
ca2d0bda7709,codepen,vanilla,vanilla,navbar,35,1538,1055,2593,1500,720,4731,1896,3122,3145,43,15,0,pixel,,1.0,57,True,False
9b3d96b87efa,grommet,angular,vanilla,page,69,1944,980,2924,1280,784,5529,26,9351,5461,2,1,0,pixel,,1.0,71,True,False
57625114bbaf,github,vanilla,material,form,13,328,900,1228,1280,720,961,343,675,605,14,2,0,pixel,,1.0,22,True,False
6141e90431f9,github,angular,tailwind,button,166,3452,2048,5500,1280,3499,11969,0,0,11685,0,0,2,pixel,,1.0,181,True,False
082ff3ece368,github,angular,vanilla,button,42,1088,1071,2159,1280,857,3452,1015,2254,2267,32,19,6,pixel,,1.0,71,True,False
484e01189424,github,angular,tailwind,button,225,4683,2048,6731,1280,7343,16706,120,0,13293,5,2,3,pixel,,0.9997624619040498,290,True,False
8a9f192f5d25,codepen,angular,tailwind,card,536,10875,2048,12923,1280,2473,42569,3623,7054,40937,133,36,27,pixel,,1.0,698,True,False
350a927e1d12,codepen,vanilla,vanilla,form,5,170,900,1070,1280,720,503,278,416,183,11,2,0,pixel,,1.0,10,True,False
da9e3c06ce51,codepen,angular,bootstrap,form,27,865,1011,1876,1280,809,2767,1085,1405,1653,58,13,1,pixel,,1.0,36,True,False
082341aa5b9d,codepen,vanilla,vanilla,form,15,646,900,1546,1280,720,1840,1129,1660,669,42,11,1,pixel,,1.0,28,True,False
ed03671d6dd2,w3schools,vanilla,vanilla,page,13,292,900,1192,1280,720,895,432,507,450,20,4,0,pixel,,1.0,21,True,False
31a6e4435814,lapaninja,react,tailwind,button,1262,52862,2048,54910,1280,3603,143783,0,0,161224,0,0,10,pixel,,1.0,1397,True,False
a6a637e8072e,codepen,vanilla,vanilla,navbar,30,833,900,1733,1280,720,2450,1457,1717,951,35,12,0,pixel,,1.0,47,True,False
e66d10027f4b,github,vanilla,tailwind,button,345,9352,2048,11400,1280,4332,26419,0,0,27089,0,0,8,pixel,,1.0,483,True,False
a2a460b469fa,github,angular,vanilla,button,32,1034,1158,2192,1280,926,3172,1800,3645,1730,86,15,2,pixel,,1.0,36,True,False
4fec3f6d7ee7,github,vanilla,vanilla,table,49,993,1600,2593,1280,1280,3493,0,0,3267,0,0,1,metric,1.0000000953674135,1.0,64,True,False
0502a7128c01,codepen,vanilla,vanilla,navbar,10,389,900,1289,1280,720,1325,614,706,669,13,2,0,pixel,,1.0,22,True,False
c52636fb6e56,github,angular,vanilla,form,202,6073,2048,8121,1280,9932,18995,0,0,15443,0,0,20,pixel,,1.0,374,True,False
06a1aed7bd58,github,react,tailwind,button,621,16809,2048,18857,1280,39325,50927,0,0,33217,0,0,1,pixel,,1.0,810,True,False
a7d1ef470d1d,codepen,vanilla,tailwind,component,16,518,2048,2566,1280,1756,1559,513,698,1172,25,7,0,pixel,,1.0,23,True,False
1aaa7b192df9,codepen,vanilla,vanilla,form,10,272,900,1172,1280,720,829,270,313,517,13,2,0,pixel,,1.0,16,True,False
ea587c11de5e,sap-fundamental-styles,vanilla,vanilla,button,108,3237,2048,5285,1280,2073,11680,17,172858,11309,0,0,0,pixel,,1.0,121,True,False
583c71f2f6e2,github,vanilla,vanilla,button,74,1617,1102,2719,1280,882,6081,0,0,6562,0,0,4,pixel,,1.0,127,True,False
