sample_id,winner,left_is,swapped,timestamp
batch_00000/sample_00178,checkpoint,checkpoint,True,2026-08-08T13:22:43
batch_00000/sample_00258,checkpoint,baseline,False,2026-08-08T13:34:26
batch_00000/sample_00295,checkpoint,baseline,False,2026-08-08T13:36:08
batch_00000/sample_00006,baseline,checkpoint,True,2026-08-08T13:07:10
batch_00000/sample_00365,checkpoint,baseline,False,2026-08-08T13:41:00
batch_00000/sample_00347,checkpoint,baseline,False,2026-08-08T13:38:03
batch_00000/sample_00313,checkpoint,baseline,False,2026-08-08T13:36:52
batch_00000/sample_00276,checkpoint,checkpoint,True,2026-08-08T13:35:21
batch_00000/sample_00173,checkpoint,baseline,False,2026-08-08T13:22:23
batch_00000/sample_00195,checkpoint,baseline,False,2026-08-08T13:24:53
batch_00000/sample_00265,checkpoint,checkpoint,True,2026-08-08T13:34:43
batch_00000/sample_00010,checkpoint,checkpoint,True,2026-08-08T13:07:25
batch_00000/sample_00096,checkpoint,baseline,False,2026-08-08T13:17:25
batch_00000/sample_00049,checkpoint,baseline,False,2026-08-08T13:13:28
batch_00000/sample_00025,baseline,checkpoint,True,2026-08-08T13:12:26
batch_00000/sample_00080,baseline,baseline,False,2026-08-08T13:16:32
batch_00000/sample_00179,baseline,checkpoint,True,2026-08-08T13:22:50
batch_00000/sample_00247,baseline,baseline,False,2026-08-08T13:33:59
batch_00000/sample_00145,checkpoint,baseline,False,2026-08-08T13:21:08
batch_00000/sample_00039,baseline,checkpoint,True,2026-08-08T13:13:04
batch_00000/sample_00307,checkpoint,baseline,False,2026-08-08T13:36:37
batch_00000/sample_00288,checkpoint,checkpoint,True,2026-08-08T13:35:52
batch_00000/sample_00040,baseline,baseline,False,2026-08-08T13:13:06
batch_00000/sample_00177,baseline,checkpoint,True,2026-08-08T13:22:39
batch_00000/sample_00174,checkpoint,baseline,False,2026-08-08T13:22:28
batch_00000/sample_00022,checkpoint,baseline,False,2026-08-08T13:12:11
batch_00000/sample_00354,baseline,checkpoint,True,2026-08-08T13:40:37
batch_00000/sample_00071,checkpoint,baseline,False,2026-08-08T13:16:16
batch_00000/sample_00146,checkpoint,baseline,False,2026-08-08T13:21:10
batch_00000/sample_00394,checkpoint,baseline,False,2026-08-08T13:42:23
batch_00000/sample_00374,baseline,baseline,False,2026-08-08T13:41:21
batch_00000/sample_00315,baseline,checkpoint,True,2026-08-08T13:37:00
batch_00000/sample_00200,checkpoint,checkpoint,True,2026-08-08T13:25:08
batch_00000/sample_00067,checkpoint,baseline,False,2026-08-08T13:16:10
batch_00000/sample_00326,checkpoint,baseline,False,2026-08-08T13:37:18
batch_00000/sample_00118,checkpoint,baseline,False,2026-08-08T13:20:12
batch_00000/sample_00172,baseline,checkpoint,True,2026-08-08T13:22:22
batch_00000/sample_00290,checkpoint,baseline,False,2026-08-08T13:35:56
batch_00000/sample_00337,baseline,baseline,False,2026-08-08T13:37:41
batch_00000/sample_00396,baseline,checkpoint,True,2026-08-08T13:42:27
batch_00000/sample_00252,baseline,checkpoint,True,2026-08-08T13:34:13
batch_00000/sample_00141,checkpoint,checkpoint,True,2026-08-08T13:21:00
batch_00000/sample_00257,checkpoint,checkpoint,True,2026-08-08T13:34:21
batch_00000/sample_00373,checkpoint,checkpoint,True,2026-08-08T13:41:17
batch_00000/sample_00052,baseline,baseline,False,2026-08-08T13:13:37
batch_00000/sample_00008,baseline,checkpoint,True,2026-08-08T13:07:19
batch_00000/sample_00221,checkpoint,baseline,False,2026-08-08T13:26:54
batch_00000/sample_00048,checkpoint,baseline,False,2026-08-08T13:13:26
batch_00000/sample_00188,checkpoint,baseline,False,2026-08-08T13:24:39
batch_00000/sample_00055,checkpoint,checkpoint,True,2026-08-08T13:13:44
batch_00000/sample_00385,checkpoint,checkpoint,True,2026-08-08T13:41:56
batch_00000/sample_00117,baseline,checkpoint,True,2026-08-08T13:18:31
batch_00000/sample_00274,checkpoint,baseline,False,2026-08-08T13:35:17
batch_00000/sample_00149,checkpoint,checkpoint,True,2026-08-08T13:21:17
batch_00000/sample_00344,baseline,baseline,False,2026-08-08T13:37:57
batch_00000/sample_00192,checkpoint,baseline,False,2026-08-08T13:24:49
batch_00000/sample_00045,baseline,checkpoint,True,2026-08-08T13:13:17
batch_00000/sample_00011,baseline,checkpoint,True,2026-08-08T13:07:26
batch_00000/sample_00292,baseline,checkpoint,True,2026-08-08T13:36:03
batch_00000/sample_00089,checkpoint,checkpoint,True,2026-08-08T13:17:12
batch_00000/sample_00165,baseline,baseline,False,2026-08-08T13:22:01
batch_00000/sample_00324,checkpoint,baseline,False,2026-08-08T13:37:15
batch_00000/sample_00397,checkpoint,checkpoint,True,2026-08-08T13:42:29
batch_00000/sample_00330,checkpoint,checkpoint,True,2026-08-08T13:37:24
batch_00000/sample_00298,baseline,baseline,False,2026-08-08T13:36:21
batch_00000/sample_00300,baseline,checkpoint,True,2026-08-08T13:36:26
batch_00000/sample_00264,baseline,checkpoint,True,2026-08-08T13:34:40
batch_00000/sample_00131,checkpoint,baseline,False,2026-08-08T13:20:35
batch_00000/sample_00358,checkpoint,baseline,False,2026-08-08T13:40:45
batch_00000/sample_00331,checkpoint,baseline,False,2026-08-08T13:37:27
batch_00000/sample_00254,checkpoint,baseline,False,2026-08-08T13:34:17
batch_00000/sample_00176,checkpoint,checkpoint,True,2026-08-08T13:22:37
batch_00000/sample_00225,checkpoint,checkpoint,True,2026-08-08T13:27:04
batch_00000/sample_00224,baseline,baseline,False,2026-08-08T13:26:59
batch_00000/sample_00287,baseline,baseline,False,2026-08-08T13:35:48
batch_00000/sample_00380,baseline,checkpoint,True,2026-08-08T13:41:37
batch_00000/sample_00003,checkpoint,baseline,False,2026-08-08T13:06:59
batch_00000/sample_00352,checkpoint,checkpoint,True,2026-08-08T13:38:12
batch_00000/sample_00168,checkpoint,checkpoint,True,2026-08-08T13:22:09
batch_00000/sample_00201,checkpoint,checkpoint,True,2026-08-08T13:25:12
batch_00000/sample_00159,checkpoint,baseline,False,2026-08-08T13:21:44
batch_00000/sample_00148,checkpoint,checkpoint,True,2026-08-08T13:21:15
batch_00000/sample_00311,checkpoint,checkpoint,True,2026-08-08T13:36:44
batch_00000/sample_00101,baseline,baseline,False,2026-08-08T13:17:42
batch_00000/sample_00318,baseline,checkpoint,True,2026-08-08T13:37:05
batch_00000/sample_00186,baseline,checkpoint,True,2026-08-08T13:24:38
batch_00000/sample_00088,baseline,checkpoint,True,2026-08-08T13:16:53
batch_00000/sample_00154,baseline,baseline,False,2026-08-08T13:21:30
batch_00000/sample_00108,checkpoint,checkpoint,True,2026-08-08T13:18:01
batch_00000/sample_00251,checkpoint,baseline,False,2026-08-08T13:34:12
batch_00000/sample_00334,baseline,checkpoint,True,2026-08-08T13:37:33
batch_00000/sample_00087,baseline,baseline,False,2026-08-08T13:16:48
batch_00000/sample_00138,checkpoint,baseline,False,2026-08-08T13:20:54
batch_00000/sample_00232,baseline,baseline,False,2026-08-08T13:33:17
batch_00000/sample_00078,checkpoint,baseline,False,2026-08-08T13:16:28
batch_00000/sample_00062,baseline,checkpoint,True,2026-08-08T13:15:57
batch_00000/sample_00261,baseline,baseline,False,2026-08-08T13:34:32
batch_00000/sample_00098,checkpoint,checkpoint,True,2026-08-08T13:17:30
batch_00000/sample_00317,checkpoint,baseline,False,2026-08-08T13:37:04
batch_00000/sample_00061,baseline,checkpoint,True,2026-08-08T13:15:51
batch_00000/sample_00383,baseline,baseline,False,2026-08-08T13:41:46
batch_00000/sample_00180,checkpoint,checkpoint,True,2026-08-08T13:22:56
batch_00000/sample_00312,baseline,checkpoint,True,2026-08-08T13:36:48
batch_00000/sample_00029,checkpoint,baseline,False,2026-08-08T13:12:38
batch_00000/sample_00284,checkpoint,baseline,False,2026-08-08T13:35:39
batch_00000/sample_00012,checkpoint,checkpoint,True,2026-08-08T13:07:29
batch_00000/sample_00069,checkpoint,checkpoint,True,2026-08-08T13:16:13
batch_00000/sample_00390,checkpoint,baseline,False,2026-08-08T13:42:05
batch_00000/sample_00321,checkpoint,baseline,False,2026-08-08T13:37:10
batch_00000/sample_00209,checkpoint,checkpoint,True,2026-08-08T13:25:37
batch_00000/sample_00283,checkpoint,checkpoint,True,2026-08-08T13:35:36
batch_00000/sample_00310,baseline,checkpoint,True,2026-08-08T13:36:43
batch_00000/sample_00302,baseline,checkpoint,True,2026-08-08T13:36:30
batch_00000/sample_00271,baseline,baseline,False,2026-08-08T13:35:08
batch_00000/sample_00286,checkpoint,baseline,False,2026-08-08T13:35:46
batch_00000/sample_00198,checkpoint,baseline,False,2026-08-08T13:25:03
batch_00000/sample_00304,baseline,baseline,False,2026-08-08T13:36:34
batch_00000/sample_00341,baseline,checkpoint,True,2026-08-08T13:37:51
batch_00000/sample_00260,checkpoint,baseline,False,2026-08-08T13:34:30
batch_00000/sample_00389,checkpoint,baseline,False,2026-08-08T13:42:02
batch_00000/sample_00033,checkpoint,checkpoint,True,2026-08-08T13:12:44
batch_00000/sample_00323,checkpoint,baseline,False,2026-08-08T13:37:13
batch_00000/sample_00183,checkpoint,baseline,False,2026-08-08T13:24:28
batch_00000/sample_00267,baseline,checkpoint,True,2026-08-08T13:34:51
batch_00000/sample_00169,checkpoint,checkpoint,True,2026-08-08T13:22:12
batch_00000/sample_00349,checkpoint,baseline,False,2026-08-08T13:38:07
batch_00000/sample_00114,baseline,baseline,False,2026-08-08T13:18:23
batch_00000/sample_00157,checkpoint,baseline,False,2026-08-08T13:21:37
batch_00000/sample_00111,checkpoint,checkpoint,True,2026-08-08T13:18:15
batch_00000/sample_00262,baseline,baseline,False,2026-08-08T13:34:35
batch_00000/sample_00210,checkpoint,baseline,False,2026-08-08T13:25:43
batch_00000/sample_00041,checkpoint,baseline,False,2026-08-08T13:13:08
batch_00000/sample_00351,checkpoint,baseline,False,2026-08-08T13:38:09
batch_00000/sample_00203,baseline,checkpoint,True,2026-08-08T13:25:19
batch_00000/sample_00085,baseline,checkpoint,True,2026-08-08T13:16:43
batch_00000/sample_00393,baseline,baseline,False,2026-08-08T13:42:19
batch_00000/sample_00238,baseline,checkpoint,True,2026-08-08T13:33:29
batch_00000/sample_00013,baseline,baseline,False,2026-08-08T13:07:30
batch_00000/sample_00362,baseline,baseline,False,2026-08-08T13:40:54
batch_00000/sample_00248,checkpoint,baseline,False,2026-08-08T13:34:03
batch_00000/sample_00218,checkpoint,checkpoint,True,2026-08-08T13:26:03
batch_00000/sample_00282,baseline,checkpoint,True,2026-08-08T13:35:33
batch_00000/sample_00227,checkpoint,checkpoint,True,2026-08-08T13:27:12
batch_00000/sample_00160,baseline,checkpoint,True,2026-08-08T13:21:46
batch_00000/sample_00116,checkpoint,checkpoint,True,2026-08-08T13:18:27
batch_00000/sample_00139,baseline,checkpoint,True,2026-08-08T13:20:57
batch_00000/sample_00075,checkpoint,baseline,False,2026-08-08T13:16:24
batch_00000/sample_00147,checkpoint,checkpoint,True,2026-08-08T13:21:12
batch_00000/sample_00246,checkpoint,checkpoint,True,2026-08-08T13:33:57
batch_00000/sample_00077,baseline,checkpoint,True,2026-08-08T13:16:27
batch_00000/sample_00135,baseline,checkpoint,True,2026-08-08T13:20:47
batch_00000/sample_00391,baseline,baseline,False,2026-08-08T13:42:13
batch_00000/sample_00053,checkpoint,checkpoint,True,2026-08-08T13:13:39
batch_00000/sample_00233,baseline,baseline,False,2026-08-08T13:33:18
batch_00000/sample_00193,checkpoint,baseline,False,2026-08-08T13:24:50
batch_00000/sample_00122,checkpoint,checkpoint,True,2026-08-08T13:20:20
batch_00000/sample_00269,checkpoint,baseline,False,2026-08-08T13:34:55
batch_00000/sample_00034,checkpoint,checkpoint,True,2026-08-08T13:12:47
batch_00000/sample_00231,baseline,checkpoint,True,2026-08-08T13:33:10
batch_00000/sample_00367,baseline,checkpoint,True,2026-08-08T13:41:02
batch_00000/sample_00346,checkpoint,checkpoint,True,2026-08-08T13:37:59
batch_00000/sample_00197,checkpoint,baseline,False,2026-08-08T13:24:59
batch_00000/sample_00115,baseline,checkpoint,True,2026-08-08T13:18:26
batch_00000/sample_00369,checkpoint,baseline,False,2026-08-08T13:41:08
batch_00000/sample_00296,baseline,checkpoint,True,2026-08-08T13:36:11
batch_00000/sample_00332,baseline,baseline,False,2026-08-08T13:37:28
batch_00000/sample_00314,baseline,baseline,False,2026-08-08T13:36:57
batch_00000/sample_00382,checkpoint,baseline,False,2026-08-08T13:41:43
batch_00000/sample_00016,checkpoint,checkpoint,True,2026-08-08T13:07:37
batch_00000/sample_00042,baseline,checkpoint,True,2026-08-08T13:13:10
batch_00000/sample_00308,baseline,checkpoint,True,2026-08-08T13:36:39
batch_00000/sample_00259,checkpoint,checkpoint,True,2026-08-08T13:34:29
batch_00000/sample_00126,checkpoint,checkpoint,True,2026-08-08T13:20:25
batch_00000/sample_00241,checkpoint,checkpoint,True,2026-08-08T13:33:42
batch_00000/sample_00171,checkpoint,checkpoint,True,2026-08-08T13:22:20
batch_00000/sample_00026,baseline,baseline,False,2026-08-08T13:12:30
batch_00000/sample_00018,checkpoint,checkpoint,True,2026-08-08T13:12:00
batch_00000/sample_00158,baseline,checkpoint,True,2026-08-08T13:21:39
batch_00000/sample_00152,checkpoint,checkpoint,True,2026-08-08T13:21:26
batch_00000/sample_00230,checkpoint,checkpoint,True,2026-08-08T13:33:05
batch_00000/sample_00384,baseline,baseline,False,2026-08-08T13:41:51
batch_00000/sample_00133,baseline,baseline,False,2026-08-08T13:20:43
batch_00000/sample_00208,baseline,checkpoint,True,2026-08-08T13:25:33
batch_00000/sample_00266,checkpoint,baseline,False,2026-08-08T13:34:45
batch_00000/sample_00100,baseline,checkpoint,True,2026-08-08T13:17:39
batch_00000/sample_00167,baseline,baseline,False,2026-08-08T13:22:06
